asset_id,asset_type,asset_lat,asset_lon,sf_site_id,sf_lat,sf_lon,distance_m,confidence_tier,review_flag,sf_stage,sf_street
a0ZVF000003VoE92AK,,41.966389,-87.655,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoGa2AK,,34.385722,-79.391028,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoGc2AK,,34.420966,-79.368058,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoGf2AK,,34.33,-79.898,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoGt2AK,,40.90108,-73.82442,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoGw2AK,,41.276666,-73.929999,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoGx2AK,,41.2743,-73.94088,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoGz2AK,,41.12968,-73.75851,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoH02AK,,40.99059,-73.67133,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoH12AK,,41.0075,-73.6897,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoH32AK,,41.019722,-73.725,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoH42AK,,41.014722,-73.704444,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoH52AK,,41.023611,-73.7278,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoH72AK,,41.037777,-73.700278,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoH82AK,,41.048369,-73.705981,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voci2AC,,38.9753,-93.3484,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voi12AC,,41.00875,-95.232278,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voi52AC,,34.814525,-79.183029,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voi92AC,,44.564921,-92.536955,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voje2AC,,40.62671,-122.38385,,,,,NO_MATCH,FALSE,,
a0ZVF000003Volq2AC,,36.6828,-121.605,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voms2AC,,34.053333,-117.201111,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vomz2AC,,34.056836,-117.208719,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vorg2AC,,47.646055,-122.132125,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vorh2AC,,47.66776,-122.104744,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vorj2AC,,47.6662,-122.098,,,,,NO_MATCH,FALSE,,
a0ZVF000003VotP2AS,,47.628806,-121.979917,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vous2AC,,47.6725,-122.1133,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vout2AC,,47.67851,-122.125029,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vov72AC,,44.531389,-95.120556,,,,,NO_MATCH,FALSE,,
a0ZVF000003VovB2AS,,43.398167,-94.48425,,,,,NO_MATCH,FALSE,,
a0ZVF000003VovI2AS,,38.433422,-90.378478,,,,,NO_MATCH,FALSE,,
a0ZVF000003VovN2AS,,38.41276,-90.39468,,,,,NO_MATCH,FALSE,,
a0ZVF000003VowZ2AS,,37.516389,-122.205833,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vown2AC,,42.08391,-71.398191,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vowo2AC,,43.443184,-71.645542,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vowp2AC,,41.393595,-79.835574,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vowq2AC,,41.398405,-79.827228,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vowt2AC,,35.965478,-86.8001,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vowu2AC,,35.858403,-86.860636,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vowv2AC,,35.945201,-86.808855,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voww2AC,,38.689977,-82.854728,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoyG2AS,,43.531917,-90.004556,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoyW2AS,,43.52292,-96.77514,,,,,NO_MATCH,FALSE,,
a0ZVF000003VoyX2AS,,43.535605,-96.869633,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voyc2AC,,43.53732,-96.65512,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voyg2AC,,43.51045,-96.7388,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voyi2AC,,38.864553,-96.489723,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voyn2AC,,39.054556,-88.707778,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voyr2AC,,28.660484,-81.390335,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voys2AC,,28.661389,-81.3842,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voyu2AC,,28.676083,-81.386444,,,,,NO_MATCH,FALSE,,
a0ZVF000003Voyv2AC,,37.109982,-79.291263,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp1S2AS,,39.523056,-119.8067,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp1T2AS,,39.525555,-119.816944,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp1Z2AS,,39.5108,-119.7778,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp1b2AC,,42.278189,-89.192142,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp1j2AC,,42.266109,-89.086113,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp1l2AC,,42.251772,-89.087664,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp1m2AC,,42.26,-89.0604,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp1n2AC,,42.2682,-89.0885,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp1p2AC,,42.2667,-89.0836,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp1s2AC,,42.27403,-88.967065,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp2H2AS,,33.616311,-84.300701,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp2z2AC,,39.48961,-119.75879,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp322AC,,39.50411,-119.76254,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp342AC,,39.52611,-119.798889,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp392AC,,39.64678,-119.86395,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp3C2AS,,39.651667,-119.993694,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp3D2AS,,28.014306,-82.707361,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp3G2AS,,32.820611,-109.596166,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp3H2AS,,32.794056,-109.707222,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp3K2AS,,32.834137,-109.712862,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp3L2AS,,41.312808,-81.555211,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp4y2AC,,39.46636,-119.78191,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp4z2AC,,39.4641,-119.7786,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp512AC,,39.535278,-119.799446,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp532AC,,39.55375,-119.820528,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp552AC,,39.57125,-119.808917,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp562AC,,39.516111,-119.800833,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp592AC,,39.331944,-76.4342,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp5B2AS,,39.322574,-76.446392,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp5F2AS,,39.28372,-76.50576,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp5H2AS,,39.2855,-76.63559,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp5J2AS,,39.297581,-76.524519,,,,,NO_MATCH,FALSE,,
a0ZVF000003Vp5L2AS,,39.26465,-76.54546,,,,,NO_MATCH,FALSE,,
