id,address,label,input_confidence
dc_057,"1112 M ST NW, WASHINGTON, DC 20005",DC,high
dc_058,"1115 U ST NW, WASHINGTON, DC 20009",DC,high
dc_059,"1117 GOOD HOPE RD SE, WASHINGTON, DC 20020",DC,high
dc_060,"1120 VERMONT AVE NW, WASHINGTON, DC 20005",DC,high
dc_061,"1129 20TH ST NW, WASHINGTON, DC 20036",DC,high
dc_062,"1132 7TH ST NE, WASHINGTON, DC 20002",DC,high
dc_063,"1133 21ST ST NW, WASHINGTON, DC 20036",DC,high
dc_064,"1146 CONNECTICUT AVE NW, WASHINGTON, DC 20036",DC,high
dc_065,"1150 5TH ST SE, WASHINGTON, DC 20003",DC,high
dc_066,"1155 CONNECTICUT AVE NW, WASHINGTON, DC 20036",DC,high
dc_067,"120 7TH ST NE, WASHINGTON, DC 20002",DC,high
dc_068,"120 INGRAHAM ST NE, WASHINGTON, DC 20011",DC,high
dc_069,"1200 G ST NW, WASHINGTON, DC 20005",DC,high
dc_070,"1200 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",DC,high
dc_071,"1201 15TH ST NW, WASHINGTON, DC 20005",DC,high
dc_072,"1201 4TH ST SE, WASHINGTON, DC 20003",DC,high
dc_073,"1201 BLADENSBURG RD NE, WASHINGTON, DC 20002",DC,high
dc_074,"1201 F ST NW, WASHINGTON, DC 20004",DC,high
dc_075,"1201 M ST SE, WASHINGTON, DC 20003",DC,high
dc_076,"1201 NEW YORK AVE NE, WASHINGTON, DC 20002",DC,high
dc_077,"1201 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",DC,high
dc_078,"1204 EUCLID ST NW, WASHINGTON, DC 20009",DC,high
dc_079,"1210 MASSACHUSETTS AVE NW, WASHINGTON, DC 20005",DC,high
dc_080,"1210 R ST NW 101, WASHINGTON, DC 20009",DC,high
dc_081,"1219 CONNECTICUT AVE NW, WASHINGTON, DC 20036",DC,high
dc_082,"1225 R ST NW, WASHINGTON, DC 20009",DC,high
dc_083,"1229 G ST SE, WASHINGTON, DC 20003",DC,high
dc_084,"1230 SOUTH CAPITOL ST SE, WASHINGTON, DC 20003",DC,high
dc_085,"1233 20TH ST NW, WASHINGTON, DC 20036",DC,high
dc_086,"1240 MOUNT OLIVET RD NE, WASHINGTON, DC 20002",DC,high
dc_087,"1241 W ST NE, WASHINGTON, DC 20018",DC,high
dc_088,"1242 MOUNT OLIVET RD NE, WASHINGTON, DC 20002",DC,high
dc_089,"1245 4TH ST SW, WASHINGTON, DC 20024",DC,high
dc_090,"1250 U ST NW, WASHINGTON, DC 20009",DC,high
dc_091,"1251 SARATOGA AVE NE, WASHINGTON, DC 20018",DC,high
dc_092,"1255 23RD ST NW 6TH FL, WASHINGTON, DC 20037",DC,high
dc_093,"1255 25TH ST NW, WASHINGTON, DC 20037",DC,high
dc_094,"1263 1ST ST SE, WASHINGTON, DC 20003",DC,high
dc_095,"1275 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",DC,high
dc_096,1277 1ST ST SE,DC,medium
dc_097,"1290 BLOCK OF ALABAMA AVE SE, WASHINGTON, DC 20032",DC,high
dc_098,"1300 49TH ST NE, WASHINGTON, DC 20019",DC,high
dc_099,"1301 NEW JERSEY AVE NW, WASHINGTON, DC 20001",DC,high
dc_100,"1301 WATER ST SE, WASHINGTON, DC 20003",DC,high
dc_101,"1307 12TH ST NW, WASHINGTON, DC 20005",DC,high
dc_102,"1307 9TH ST NW, WASHINGTON, DC 20001",DC,high
dc_103,"1309 9TH ST NW, WASHINGTON, DC 20001",DC,high
dc_104,"1311 DELAWARE AVE SW, WASHINGTON, DC 20024",DC,high
dc_105,"1315 16TH ST NW, WASHINGTON, DC 20036",DC,high
dc_106,"1316 45TH PL SE, WASHINGTON, DC 20019",DC,high
dc_107,"1325 2ND ST NE, WASHINGTON, DC 20002",DC,high
dc_108,"1325 G ST NW, WASHINGTON, DC 20005",DC,high
dc_109,"1325 KENILWORTH AVE NE, WASHINGTON, DC 20019",DC,high
dc_110,"1328 SOUTHERN AVE SE, WASHINGTON, DC 20032",DC,high
dc_111,"1331 PENNSYLVANIA AVE NW, WASHINGTON, DC 20018",DC,high
dc_112,"1333 M ST SE, WASHINGTON, DC 20003",DC,high
dc_113,"1333 W ST NE, WASHINGTON, DC 20018",DC,high
dc_114,"1334 HEMLOCK ST NW, WASHINGTON, DC 20012",DC,high
dc_115,"1345 POTOMAC AVE SE, WASHINGTON, DC 20003",DC,high
dc_116,"1346 GOOD HOPE RD SE, WASHINGTON, DC 20020",DC,high
dc_117,"1350 CONNECTICUT AVE NW 01200, WASHINGTON, DC 20036",DC,high
dc_118,"1350 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",DC,high
dc_119,"1351 ALABAMA AVE SE, WASHINGTON, DC 20032",DC,high
dc_120,"1356 OKIE ST NE, WASHINGTON, DC 20002",DC,high
